[2025-09-25 22:14:39] [INFO    ] discord.client: logging in using static token
[2025-09-25 22:15:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:15:06] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:15:06] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1415355677093920825/messages with {"embeds":[{"footer":{"text":"Powered by Useless Facts API"},"flags":0,"color":3447003,"type":"rich","description":"There are 336 dimples on a regulation US golf ball. In the UK its 330.","title":"💡 Did you know?"}],"content":null,"components":[],"nonce":"9965645889206335984","enforce_nonce":true,"tts":false} has returned 200
[2025-09-25 22:15:06] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1415355677093920825/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': '💡 Did you know?', 'description': 'There are 336 dimples on a regulation US golf ball. In the UK its 330.', 'color': 3447003, 'footer': {'text': 'Powered by Useless Facts API'}, 'content_scan_version': 0}], 'timestamp': '2025-09-25T14:15:06.195000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1420775626931044353', 'channel_id': '1415355677093920825', 'author': {'id': '1380535770489688114', 'username': 'Rem-lapse', 'avatar': 'a_62173dce422ea2227ec7071e4bef0f75', 'discriminator': '6084', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '9965645889206335984'}
[2025-09-25 22:15:06] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-09-25 22:15:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 16, 'op': 0, 'd': {'user_id': '1226367576100048917', 'timestamp': 1758809707, 'member': {'user': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'display_name': 'ley.deb', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1415355677093920825', 'guild_id': '1415355675596558349'}}
[2025-09-25 22:15:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:15:07] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-25 22:15:07] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-25 22:15:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:15:09.162000+00:00', 'pinned': False, 'nonce': '1420775631917940736', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1420564091864481793', '1416033418164310037', '1416360618985914438', '1416039574517321831', '1416039648244924538', '1416027607631134813', '1417501424455254078'], 'premium_since': '2025-09-22T07:28:11.171000+00:00', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-12T14:37:37.658000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420775639375679590', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '😭😭😭😭', 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'eu.vrae', 'public_flags': 128, 'primary_guild': {'tag': 'RIZZ', 'identity_guild_id': '1369283879273365535', 'identity_enabled': True, 'badge': '1c5794cfce517f7d2b13e64cee5289ad'}, 'id': '1089898959402704976', 'global_name': 'ris', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'RIZZ', 'identity_guild_id': '1369283879273365535', 'identity_enabled': True, 'badge': '1c5794cfce517f7d2b13e64cee5289ad'}, 'avatar_decoration_data': None, 'avatar': '9d87de5c5124ae2fec98e2125eb4e56f'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:15:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:15:09] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:15:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2025-09-25T14:15:13.702000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:15:06.195000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1420775626931044353', 'flags': 0, 'embeds': [{'type': 'rich', 'title': '💡 Did you know?', 'id': '1420775626931044354', 'footer': {'text': 'Powered by Useless Facts API'}, 'description': 'There are 336 dimples on a regulation US golf ball. In the UK its 330.', 'content_scan_version': 0, 'color': 3447003}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_id': '1415355677093920825', 'author': {'username': 'Rem-lapse', 'public_flags': 0, 'primary_guild': None, 'id': '1380535770489688114', 'global_name': None, 'display_name_styles': None, 'discriminator': '6084', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a_62173dce422ea2227ec7071e4bef0f75'}, 'attachments': []}, 'pinned': False, 'nonce': '1420775658199449600', 'message_reference': {'type': 0, 'message_id': '1420775626931044353', 'guild_id': '1415355675596558349', 'channel_id': '1415355677093920825'}, 'mentions': [{'username': 'Rem-lapse', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1416027920874471515', '1420743611519205532'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-25T12:07:53.216000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1380535770489688114', 'global_name': None, 'display_name_styles': None, 'discriminator': '6084', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a_62173dce422ea2227ec7071e4bef0f75'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420775658417553408', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'huh', 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:15:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:15:14] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:15:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 19, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:15:14.643000+00:00', 'pinned': False, 'nonce': '1420775662985150464', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420775662364393493', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'dimples?', 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:15:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:15:15] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:15:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:15:15.335000+00:00', 'pinned': False, 'nonce': '1420775665573036032', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420775665267114024', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'gago', 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:15:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:15:15] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:15:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 21, 'op': 0, 'd': {'user_id': '1226367576100048917', 'timestamp': 1758809717, 'member': {'user': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'display_name': 'ley.deb', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1415355677093920825', 'guild_id': '1415355675596558349'}}
[2025-09-25 22:15:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:15:17] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-25 22:15:17] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-25 22:15:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 22, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:15:18.950000+00:00', 'pinned': False, 'nonce': '1420775680739639296', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420775680429391913', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'may dimples ang golf ball?', 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:15:19] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:15:19] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:15:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 23, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:15:21.681000+00:00', 'pinned': False, 'nonce': '1420775692244615168', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420775691884171264', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'ay gago', 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:15:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:15:22] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:15:22] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 23.
[2025-09-25 22:15:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-25 22:15:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 24, 'op': 0, 'd': {'user_id': '1226367576100048917', 'timestamp': 1758809723, 'member': {'user': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'display_name': 'ley.deb', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1415355677093920825', 'guild_id': '1415355675596558349'}}
[2025-09-25 22:15:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:15:24] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-25 22:15:24] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-25 22:15:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 25, 'op': 0, 'd': {'user_id': '1089898959402704976', 'timestamp': 1758809727, 'member': {'user': {'username': 'eu.vrae', 'public_flags': 128, 'primary_guild': {'tag': 'RIZZ', 'identity_guild_id': '1369283879273365535', 'identity_enabled': True, 'badge': '1c5794cfce517f7d2b13e64cee5289ad'}, 'id': '1089898959402704976', 'global_name': 'ris', 'display_name_styles': None, 'display_name': 'ris', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '9d87de5c5124ae2fec98e2125eb4e56f'}, 'roles': ['1420564091864481793', '1416033418164310037', '1416360618985914438', '1416039574517321831', '1416039648244924538', '1416027607631134813', '1417501424455254078'], 'premium_since': '2025-09-22T07:28:11.171000+00:00', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-12T14:37:37.658000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1415355677093920825', 'guild_id': '1415355675596558349'}}
[2025-09-25 22:15:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:15:27] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-25 22:15:27] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-25 22:15:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 26, 'op': 0, 'd': {'user_id': '1411981175802560623', 'timestamp': 1758809727, 'member': {'user': {'username': 'whosarc19.', 'public_flags': 0, 'primary_guild': None, 'id': '1411981175802560623', 'global_name': 'Arc', 'display_name_styles': None, 'display_name': 'Arc', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e7ff923c74d84fb53941c8a5505ac9f1'}, 'roles': ['1416039574517321831'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-14T11:26:23.075000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1415355677093920825', 'guild_id': '1415355675596558349'}}
[2025-09-25 22:15:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:15:27] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-25 22:15:27] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-25 22:15:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 27, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:15:27.327000+00:00', 'pinned': False, 'nonce': '1420775715866935296', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420775715564945529', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "'ung smol craters", 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:15:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:15:27] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:15:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 28, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:15:29.103000+00:00', 'pinned': False, 'nonce': '1420775718198968320', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416039574517321831'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-14T11:26:23.075000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420775723014160554', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'y!fact', 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'whosarc19.', 'public_flags': 0, 'primary_guild': None, 'id': '1411981175802560623', 'global_name': 'Arc', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e7ff923c74d84fb53941c8a5505ac9f1'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:15:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:15:29] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:15:29] [DEBUG   ] discord.client: Dispatching event command
[2025-09-25 22:15:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 29, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:15:30.377000+00:00', 'pinned': False, 'nonce': '4079538084744858541', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416027920874471515', '1420743611519205532'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-25T12:07:53.216000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420775728357838888', 'flags': 0, 'embeds': [{'type': 'rich', 'title': '💡 Did you know?', 'id': '1420775728357838889', 'footer': {'text': 'Powered by Useless Facts API'}, 'description': 'Shakespeare invented the word "assassination" and "bump."', 'content_scan_version': 0, 'color': 3447003}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'Rem-lapse', 'public_flags': 0, 'primary_guild': None, 'id': '1380535770489688114', 'global_name': None, 'display_name_styles': None, 'discriminator': '6084', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a_62173dce422ea2227ec7071e4bef0f75'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:15:30] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:15:30] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:15:30] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1415355677093920825/messages with {"embeds":[{"footer":{"text":"Powered by Useless Facts API"},"flags":0,"color":3447003,"type":"rich","description":"Shakespeare invented the word \"assassination\" and \"bump.\"","title":"💡 Did you know?"}],"content":null,"components":[],"nonce":"4079538084744858541","enforce_nonce":true,"tts":false} has returned 200
[2025-09-25 22:15:30] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1415355677093920825/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': '💡 Did you know?', 'description': 'Shakespeare invented the word "assassination" and "bump."', 'color': 3447003, 'footer': {'text': 'Powered by Useless Facts API'}, 'content_scan_version': 0}], 'timestamp': '2025-09-25T14:15:30.377000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1420775728357838888', 'channel_id': '1415355677093920825', 'author': {'id': '1380535770489688114', 'username': 'Rem-lapse', 'avatar': 'a_62173dce422ea2227ec7071e4bef0f75', 'discriminator': '6084', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4079538084744858541'}
[2025-09-25 22:15:30] [DEBUG   ] discord.client: Dispatching event command_completion
